Coords,PGC,Name1,Name2,Name3,RevHubble,BT,logD25,logD25err,RC3PositionAngle,logR25,logR25err,OrigCoords,Notes,SemiMajorAxis,PositionAngle,SemiMinorAxis
01h22m09s +00d56m43s,PGC 04979,NGC 0493,UGC 00914      P,IRAS01195+0041,.SXS6*/,12.93,1.53,.03,58,.51,.04,0122 9.0+005643 N,"NOPA,PANedMedian,PANedMedian,",1.6942207806960128,56.0,0.5235642740254498
01h22m23.7744s -00d52m30.756s,PGC 04992,NGC 0497,UGC 00915      R,ARP 008,.SBT4*.,13.84,1.32,.03,132,.38,.04,012223.8-005230 N,"PANedMedian,",1.0446480654270198,132.0,0.43548179497804035
01h22m35.4024s -00d34m12.36s,PGC 05001,,MCG +00-04-101,,.L?....,,.82,.19,,.00,.07,012235.5-003413,"NOPA,NedNoPA,PANedMedian,",0.33034672400379794,137.0,0.33034672400379794
01h22m35.8056s +01d53m27.24s,PGC 05006,A 0120+01,CGCG 385-087   E,MK 0569,.P...?.,,.84,.12,120,.29,.08,012236.2+015325 A,"PANedMedian,",0.3459154854594682,155.0,0.17740669461678774
01h22m46.92s -01d23m31.2s,PGC 05019,,UGC 00921      E,,.L...P/,,1.26,.04,108,.51,.04,012247.1-012332,"PANedMedian,",0.9098504293049917,109.0,0.28117066259517454
01h23m12.3696s -00d38m28.284s,PGC 05055,,UGC 00928      U,,.L.....,,1.06,.07,45,.28,.03,012312.5-003829,"OFFSET 1.420 arcsec,PANedMedian,",0.5740768107484414,50.0,0.30127979303717883
01h23m13.7064s -00d23m06.972s,PGC 05056,,UGC 00929      U,,.S..6*.,,1.09,.06,,.02,.05,012313.8-002308,"PANedMedian,",0.6151343854061909,83.0,0.5874487774697649
01h23m14.5056s -00d42m04.824s,PGC 05067,,UGC 00931,MK 1153,.S?....,,1.07,.06,6,.70,.05,012314.6-004204,"OFFSET 1.685 arcsec,PANedMedian,",0.5874487774697649,142.0,0.11721144076599616
01h23m17.0016s -00d54m21.708s,PGC 05070,,CGCG 385-093,,,,,,,,,012317.0-005422,"LOGD25,NOPA,NOAXIS,PANedMedian,PANedMedian,",0.6560999495096017,94.0,0.6560999495096017
01h23m21.18s -01d58m35.904s,PGC 05076,,MCG +00-04-112,,.SB?...,,.89,.11,,.43,.07,012320.9-015836,"PANedMedian,HANDADJ PA,",0.38812355831434586,160.0,0.1442015751563303
01h23m40.7184s -01d49m48.144s,PGC 05097,,CGCG 385-098,,,,,,,,,012340.8-014940,"OFFSET 1.908 arcsec,PANedMedian,HANDADJ Major Minor,",0.36833333333333335,130.0,0.19166666666666668
01h24m19.5s -01d44m46s,PGC 05164,,CGCG 385-102,,.S?....,,.82,.13,,.36,.07,012419.5-014446,"NOPA,OFFSET 4.931 arcsec,PANedMedian,PANedMedian,HANDADJ PA Major Minor,",0.42,155.0,0.235
01h24m28.6s -01d38m28s,PGC 05182,NGC 0519,CGCG 385-103   P,,.E+..?.,,.70,.15,140,.25,.08,012428.6-013828 N,"OFFSET 1.177 arcsec,PANedMedian,",0.2505936168136361,125.0,0.14091914656322269
01h24m33.78s +01d43m53.004s,PGC 05190,NGC 0521,UGC 00962      R,IRAS01219+0128,.SBR4..,12.55,1.50,.02,20,.04,.03,012433.8+014352 N,"OFFSET 2.108 arcsec,PANedMedian,",1.5811388300841898,158.0,1.442015751563303
01h24m36.4s +02d02m39s,PGC 05192,IC 0103,UGC 00963      U,,.L..-*.,,.93,.13,130,.23,.05,012436.4+020239 I,"PANedMedian,",0.4255690191011883,127.0,0.2505936168136361
01h24m35.0712s +03d47m32.712s,PGC 05193,NGC 0520,UGC 00966      R,P   157,.P.....,12.24,1.65,.02,130,.39,.04,012434.9+034729 N,"PANedMedian,",2.233417960754815,130.0,0.9098504293049914
01h24m24.4008s +03d52m55.992s,PGC 05208,,UGC 00957      U,,.I..9*.,,1.07,.14,,.11,.12,012424.5+035255,"OFFSET 1.452 arcsec,NedNoPA,",0.5874487774697649,0.0,0.45600541967795494
01h24m41.7s -01d35m13s,PGC 05210,NGC 0530,UGC 00965      P,MK 1154,.LB.+./,,1.17,.04,134,.54,.04,012441.7-013513 N,"NOPA,PANedMedian,PANedMedian,",0.7395541940841036,132.0,0.21328975940079628
01h24m48.588s +01d02m12.624s,PGC 05220,,UGC 00971      U,,.I..9?.,,1.07,.07,148,.79,.06,012448.7+010211,"OFFSET 2.236 arcsec,PANedMedian,",0.5874487774697649,149.0,0.09527303589816236
01h24m53.8s -01d30m03s,PGC 05228,,UGC 00974      U,,.S..0..,,.95,.07,160,.55,.05,012453.8-013003,"OFFSET 1.331 arcsec,PANedMedian,",0.4456254690668727,160.0,0.12559432157547898
01h24m52.3608s -01d37m01.416s,PGC 05231,IC 1696,UGC 00973      P,,.E+....,14.63,.94,.10,10,.04,.04,012452.3-013701 I,"PANedMedian,",0.43548179497804024,10.0,0.39716411736214063
01h25m02.9s +00d26m39s,PGC 05238,IC 1697,UGC 00976,IRAS01224+0011,.S?....,,.97,.07,110,.22,.05,0125 2.9+002639 I,"NOPA,PANedMedian,PANedMedian,",0.4666271503984955,101.0,0.28117066259517454
01h25m13.0896s +02d03m58.392s,PGC 05251,IC 0109,UGC 00980      U,,.LB....,,1.03,.08,,.07,.03,012513.0+020400 I,"PANedMedian,",0.5357596526188032,65.0,0.4560054196779548
01h25m09.1s +02d18m11s,PGC 05252,,UGC 00981,,.S?....,,.85,.11,25,.25,.06,012509.1+021811,"NOPA,OFFSET 1.987 arcsec,NedNoPA,PANedMedian,",0.35397289219206896,22.0,0.19905358527674863
01h25m17.8536s -01d31m02.856s,PGC 05258,,UGC 00984      U,,.L.....,,1.08,.07,130,.47,.03,012518.0-013104,"OFFSET 1.560 arcsec,PANedMedian,",0.6011322173087066,135.0,0.20369013890205642
01h25m26.1s -01d33m02s,PGC 05275,NGC 0538,UGC 00991      P,,.SBS2*.,,1.00,.06,40,.30,.05,012526.1-013302 N,"PANedMedian,",0.5,32.0,0.2505936168136362
01h25m31.2s -01d24m29s,PGC 05282,NGC 0535,UGC 00997      P,,.L..+./,,1.01,.07,58,.51,.03,012531.2-012429 N,"PANedMedian,",0.511646496140377,56.0,0.15811388300841897
01h25m31.4s +01d45m33s,PGC 05283,NGC 0533,UGC 00992      R,,.E.3.*.,12.41,1.58,.04,50,.21,.04,012531.4+014533 N,"PANedMedian,",1.9009469816028064,49.0,1.1721144076599614
01h25m32.0304s -01d30m09.396s,PGC 05289,,UGC 00996      U,,.S..0..,,.96,.09,,.65,.06,012532.1-013011,"PANedMedian,",0.4560054196779548,90.0,0.10208689723347644
01h25m39.36s +00d07m49.512s,PGC 05291,,UGC 00998      U,,.I..9..,,1.04,.06,136,.64,.05,012539.5+000747,"NOPA,OFFSET 1.394 arcsec,PANedMedian,PANedMedian,",0.5482390980715925,130.0,0.125594321575479
01h25m44.3s -01d22m46s,PGC 05305,NGC 0541,UGC 01004      R,P   133,.L..-*.,13.03,1.25,.08,,.01,.05,012544.3-012246 N,"NOPA,PANedMedian,PANedMedian,",0.8891397050194614,60.0,0.8689004143746877
01h25m44.2608s -01d27m24.084s,PGC 05307,,UGC 01003      U,,.L.....,,1.00,.10,,.49,.04,012544.4-012725,"LOGD25,NOPA,NOAXIS,PANedMedian,PANedMedian,",0.5,120.0,0.16179682846481414
01h25m50s -01d17m34s,PGC 05311,NGC 0543,MCG +00-04-138 P,,.L..-*/,14.1,.77,.13,90,.35,.05,012550.0-011734 N,"NOPA,OFFSET 3.257 arcsec,NedNoPA,PANedMedian,",0.2944218276777945,90.0,0.13151339959476913
01h25m51.5s -01d19m05s,PGC 05314,,MCG +00-04-140,,.S?....,,.64,.17,,.00,.07,012551.5-011905,"NOPA,PANedMedian,PANedMedian,",0.218257916120083,115.0,0.218257916120083
01h25m52.9104s +01d30m30.204s,PGC 05316,,UGC 01006      U,,.S..0..,,1.04,.08,,.04,.06,012553.0+013029,"PANedMedian,",0.5482390980715925,105.0,0.5
01h25m59.1s -01d20m24s,PGC 05323,NGC 0545,UGC 01007      R,ARAK 045,.LA.-..,,1.38,.04,55,.18,.04,012559.1-012024 N,"NOPA,OFFSET 5.446 arcsec,PANedMedian,PANedMedian,",1.199416459509745,55.0,0.7924465962305566
01h26m00.6s -01d20m42s,PGC 05324,NGC 0547,UGC 01009      R,,.E.1...,,1.13,.05,85,.03,.04,0126 0.6-012042 N,"PANedMedian,",0.6744814412958267,130.0,0.6294627058970834
01h26m02.5s -01d13m32s,PGC 05326,NGC 0548,UGC 01010      P,,.E+..*.,14.65,.95,.09,135,.05,.04,0126 2.5-011332 N,"PANedMedian,",0.4456254690668727,150.0,0.39716411736214075
01h25m57.8736s -03d58m54.984s,PGC 05329,,MCG -01-04-042 E,,.SBT8..,,1.28,.05,,.27,.05,012557.8-035856,"LOGD25,NOPA,NOAXIS,OFFSET 6.071 arcsec,PANedMedian,NedNoPA,HANDADJ PA,",0.9527303589816236,80.0,0.511646496140377
01h26m04.92s +00d18m56.592s,PGC 05330,,UGC 01011      U,,.S..8*.,,1.00,.08,175,.55,.06,012605.0+001857,"OFFSET 1.619 arcsec,PANedMedian,",0.5,62.0,0.14091914656322269
01h26m25.1s -01d38m19s,PGC 05351,NGC 0557,UGC 01016      P,,.LBT+P*,,1.15,.07,45,.24,.04,012625.1-013819 N,"NOPA,OFFSET 1.051 arcsec,PANedMedian,PANedMedian,HANDADJ PA,",0.706268772311377,155.0,0.40641525808204954
01h26m29.2776s +00d32m55.464s,PGC 05366,,UGC 01018      U,,.I..9*.,,1.00,.08,,.04,.06,012629.4+003256,"NOPA,OFFSET 59.898 arcsec,PANedMedian,PANedMedian,",0.5,37.0,0.4560054196779548
01h26m42.5s +02d01m20s,PGC 05374,NGC 0550,UGC 01021      P,,.SBS1?.,,1.17,.05,120,.37,.04,012642.5+020120 N,"PANedMedian,",0.7395541940841036,120.0,0.31547867224009657
01h26m43.5s -01d18m22.392s,PGC 05379,,CGCG 385-138,,,,.74,.14,,.38,.07,012643.4-011822,"NOPA,PANedMedian,PANedMedian,",0.27477043692881226,140.0,0.11454338263838865
01h26m49.75s -00d58m27.10s,PGC 05380,,CGCG 385-140,MK 0570,,,.52,.20,,.00,.07,012649.7-005829,"PANedMedian,HANDADJ Coords PA Major Minor,",0.3333333333333333,90.0,0.16666666666666666
01h27m16.1496s -01d16m19.056s,PGC 05424,,UGC 01030      U,,.E.....,,1.00,.12,177,.21,.05,012716.2-011621,"OFFSET 21.834 arcsec,PANedMedian,",0.5,91.0,0.3082975009307411
01h27m16.2s -01d58m15s,PGC 05425,NGC 0558,CGCG 385-143   P,,.E+..?/,,.57,.18,110,.38,.08,012716.2-015815 N,"OFFSET 3.495 arcsec,PANedMedian,HANDADJ Major Minor,",0.8533333333333334,115.0,0.495
01h27m25.4s -01d54m46s,PGC 05430,NGC 0560,UGC 01036      P,,.L..0./,13.95,1.28,.04,178,.52,.03,012725.4-015446 N,"PANedMedian,",0.9527303589816236,89.0,0.28771996866857846
01h27m35.9016s -01d06m18.432s,PGC 05436,,UGC 01040      U,,.S..0..,,1.06,.06,34,.72,.05,012736.0-010619,"NOPA,OFFSET 1.439 arcsec,PANedMedian,PANedMedian,",0.5740768107484414,34.0,0.10938808119747764
01h27m43s -01d08m23s,PGC 05449,,UGC 01043      U,,.E...*.,,.94,.13,,.06,.05,012743.0-010823,"OFFSET 3.568 arcsec,PANedMedian,",0.43548179497804024,17.0,0.3792887875145918
01h27m48.2088s -01d52m46.308s,PGC 05455,NGC 0564,UGC 01044      P,,.E.....,13.52,1.14,.06,145,.05,.04,012748.2-015245 N,"NOPA,OFFSET 1.195 arcsec,PANedMedian,PANedMedian,",0.6901921323014423,140.0,0.6151343854061907
01h27m55s -02d02m25s,PGC 05465,IC 0119,UGC 01047      P,,PSBR0*.,,1.10,.05,77,.32,.04,012755.0-020225 I,"PANedMedian,",0.6294627058970838,78.0,0.30127979303717894
01h28m10.2s -01d18m21s,PGC 05481,NGC 0565,UGC 01052      P,,.S..1*.,,1.10,.05,36,.49,.04,012810.2-011821 N,"PANedMedian,",0.6294627058970838,35.0,0.20369013890205642
01h28m12.96s -01d54m55.908s,PGC 05484,IC 0120,CGCG 385-152   P,,.L..0*.,,.91,.11,135,.64,.08,012813.0-015455 I,"OFFSET 2.237 arcsec,PANedMedian,",0.40641525808204965,140.0,0.09310435683314337
01h28m21.8s +02d30m46s,PGC 05492,IC 0121,UGC 01053      U,IRAS01257+0215,.S..4..,,.96,.07,108,.23,.05,012821.8+023046 I,"PANedMedian,",0.4560054196779548,109.0,0.26851589818512633
01h28m25.7208s -02d35m16.008s,PGC 05498,,MCG -01-04-054 E,,.S..6?/,,1.15,.06,,.83,.05,012825.8-023524,"NOPA,OFFSET 4.218 arcsec,PANedMedian,PANedMedian,",0.706268772311377,60.0,0.10446480654270195
01h28m36.7992s -01d43m54.012s,PGC 05506,,UGC 01055      U,,.SB.1..,,1.10,.06,157,.44,.05,012836.9-014356,"OFFSET 3.423 arcsec,PANedMedian,",0.6294627058970838,161.0,0.22854409480743756
01h28m51.5s +02d26m47s,PGC 05524,IC 0123,MCG +00-04-161,ARAK 049,,,.64,.17,,.19,.07,012851.5+022647 I,"OFFSET 5.218 arcsec,PANedMedian,",0.218257916120083,40.0,0.14091914656322269
01h28m58.6392s -00d56m56.4s,PGC 05539,NGC 0570,UGC 01061      P,,PSBT1*.,13.70,1.19,.05,175,.09,.05,012858.6-005656 N,"OFFSET 1.144 arcsec,PANedMedian,",0.7744083094562406,111.0,0.6294627058970835
01h28m59.5608s -00d33m42.948s,PGC 05540,,UGC 01062      E,,PLBS0*.,,1.13,.05,60,.30,.05,012859.6-003344,"NOPA,OFFSET 12.578 arcsec,NedNoPA,PANedMedian,",0.6744814412958267,60.0,0.33804148769599085
01h28m58.9992s -02d25m42.996s,PGC 05543,,MCG -01-04-055,,.S?....,,1.08,.09,,.61,.07,012859.1-022543,"NOPA,OFFSET 8.716 arcsec,PANedMedian,NedNoPA,HANDADJ PA,",0.6011322173087066,70.0,0.14756046133331932
01h29m43.9872s -01d14m29.112s,PGC 05574,,UGC 01072      U,ARAK 050,.L.....,,1.09,.12,68,.18,.05,012944.2-011429,"OFFSET 1.474 arcsec,PANedMedian,",0.6151343854061909,59.0,0.4064152580820497
01h29m47.9s -01d59m01s,PGC 05577,IC 0126,UGC 01071,,.S?....,,1.14,.13,,.07,.12,012947.9-015901 I,"OFFSET 1.380 arcsec,PANedMedian,",0.6901921323014423,110.0,0.5874487774697646
01h29m46.8432s -02d42m15.444s,PGC 05583,,MCG -01-04-056 E,,.SAS8..,,1.06,.06,,.00,.05,012946.8-024214,"OFFSET 1.996 arcsec,NedNoPA,",0.5740768107484414,0.0,0.5740768107484414
01h30m02.5008s +02d51m09s,PGC 05596,,UGC 01075      U,,.S..8*.,,.96,.09,94,.39,.06,013002.6+025109,"PANedMedian,",0.4560054196779548,94.0,0.18576761454858623
01h30m40.7s -01d59m39s,PGC 05628,NGC 0577,UGC 01080      U,IRAS01281-0215,PSBR1P.,,1.26,.04,140,.10,.04,013040.7-015939 N,"OFFSET 1.875 arcsec,PANedMedian,",0.9098504293049917,137.0,0.7227198853729637
01h31m12.2s -01d29m18s,PGC 05655,,MCG +00-04-167,ARAK 051,,,.58,.18,,.23,.07,013112.2-012918,"PANedMedian,",0.19009469816028057,90.0,0.11193605692841696
01h31m42.1392s -00d55m59.916s,PGC 05688,NGC 0585,UGC 01092      U,IRAS01291-0111,.S..1*/,,1.33,.03,86,.62,.04,013142.1-005559 N,"LOGD25,NOPA,NOAXIS,OFFSET 1.763 arcsec,PANedMedian,PANedMedian,",1.0689810447511163,86.0,0.2564306919956825
01h33m01.98s -00d41m23.352s,PGC 05771,IC 0138,UGC 01106      U,,.SXS5..,,1.06,.06,30,.14,.05,0133 2.0-004123 I,"PANedMedian,",0.5740768107484414,28.0,0.41588188555133554
01h33m07.38s +00d10m32.7s,PGC 05776,,UGC 01107      U,,.S..9..,,1.00,.11,,.00,.08,013307.5+001032,"NedNoPA,",0.5,0.0,0.5
01h33m18.6s +03d04m14.016s,PGC 05794,,UGC 01112      U,,.S..6*.,,1.12,.05,108,.36,.05,013318.8+030414,"OFFSET 22.882 arcsec,PANedMedian,",0.6591283692782037,108.0,0.2877199686685785
01h33m34.5s -01d05m26s,PGC 05803,,UGC 01116      U,,.S..8*.,,.91,.07,118,.61,.05,013334.5-010526,"PANedMedian,",0.40641525808204965,116.0,0.09976311574844399
01h33m42.2808s +03d32m35.592s,PGC 05810,,UGC 01118      U,,.SAS8*.,,1.34,.03,66,.61,.04,013341.9+033233,"PANedMedian,",1.0938808119747765,68.0,0.26851589818512644
01h34m02.4624s -01d04m32.772s,PGC 05830,,UGC 01120      U,IRAS01314-0119,.SB.2P/,,1.27,.04,139,.56,.04,013402.5-010434,"PANedMedian,",0.9310435683314338,140.0,0.2564306919956824
01h34m07.9704s -01d01m56.244s,PGC 05838,,UGC 01123      U,,.S..2*/,,1.10,.05,71,.55,.04,013408.1-010158,"PANedMedian,",0.6294627058970838,70.0,0.17740669461678776
01h34m58.3s +01d20m09s,PGC 05884,,UGC 01130,,.S?....,,.96,.07,2,.69,.05,013458.3+012009,"PANedMedian,",0.4560054196779548,3.0,0.09310435683314337
01h36m00.2s +00d39m48s,PGC 05939,NGC 0622,UGC 01143      P,MK 0571,.SBT3..,,1.26,.03,45,.15,.04,0136 0.2+003948 N,"PANedMedian,",0.9098504293049917,81.0,0.644124775846567
01h36m39.9s -01d23m45s,PGC 05971,,UGC 01151      U,,.L..-*.,,1.04,.18,15,.09,.08,013639.9-012345,"NOPA,PANedMedian,PANedMedian,",0.5482390980715925,10.0,0.4456254690668728
01h38m47.4s +01d04m18s,PGC 06090,,UGC 01169      U,,.L..0..,,1.12,.06,74,.30,.03,013847.4+010418,"NOPA,OFFSET 5.727 arcsec,PANedMedian,PANedMedian,",0.6591283692782037,74.0,0.33034672400379816
01h39m47.1s -02d02m11s,PGC 06153,,UGC 01174      U,,.S..4..,,.98,.09,103,.17,.06,013947.1-020211,"PANedMedian,",0.47749629301071794,74.0,0.32282711451732776
01h43m31.9104s +02d04m39.216s,PGC 06348,,UGC 01208      U,,.S..2..,,.96,.07,12,.29,.05,014331.9+020438,"PANedMedian,",0.4560054196779548,18.0,0.23386757064359912
01h43m57.8s +02d20m59s,PGC 06367,A 0141+02,UGC 01214      U,MK 0573,RLXT+*.,,1.13,.07,,.01,.04,014357.8+022059 A,"OFFSET 1.058 arcsec,PANedMedian,",0.6744814412958267,10.0,0.6591283692782034
01h45m03.2808s -00d18m00s,PGC 06419,,UGC 01225a+b,,.SB?...,,.64,.17,20,.11,.07,014503.4-001804,"OFFSET 1.417 arcsec,PANedMedian,",0.218257916120083,22.0,0.16942207806960127
01h45m25.4s -03d49m38s,PGC 06447,,MCG -01-05-031 E,IRAS01428-0404,.SBT4P*,,1.09,.06,,.11,.05,014525.4-034938,"OFFSET 6.207 arcsec,PANedMedian,",0.6151343854061909,160.0,0.4774962930107181
01h45m35.7s +03d21m27s,PGC 06454,,UGC 01235      U,,.S..4..,,.97,.07,143,.30,.05,014535.7+032127,"PANedMedian,",0.4666271503984955,71.0,0.23386757064359912
01h46m39.3s -03d46m49s,PGC 06518,,MCG -01-05-034 E,,.SBS8P.,,1.14,.06,,.09,.05,014639.3-034649,"LOGD25,NOPA,NOAXIS,OFFSET 9.671 arcsec,PANedMedian,NedNoPA,",0.6901921323014423,0.0,0.5610092271509816
01h49m08.4s -03d54m15s,PGC 06666,IC 0164,MCG -01-05-037 E,,.E+..*.,,1.15,.10,,.08,.07,0149 8.4-035415 I,"NOPA,PANedMedian,PANedMedian,",0.706268772311377,145.0,0.5874487774697645
01h49m15.4896s -03d41m01.248s,PGC 06674,,MCG -01-05-036 E,,.SAT6*.,,1.15,.06,,.05,.05,014915.4-034103,"NOPA,PANedMedian,PANedMedian,",0.706268772311377,175.0,0.6294627058970834
